event_id,customer_id,event_type,event_date,from_plan,to_plan,reason,mrr_impact
EVT0002182,CUST02263,Churn,2023-10-17,Pro,,Switched to competitor,-49
EVT0002183,CUST02264,Churn,2024-07-25,Free,,No longer needed,0
EVT0002184,CUST02265,Upgrade,2023-06-22,Free,Pro,Plan Upgrade,49
EVT0002185,CUST02265,Upgrade,2024-04-17,Pro,Business,Plan Upgrade,100
EVT0002186,CUST02267,Churn,2024-02-24,Free,,Switched to competitor,0
EVT0002187,CUST02268,Churn,2022-06-16,Free,,Switched to competitor,0
EVT0002188,CUST02269,Churn,2024-02-03,Free,,No longer needed,0
EVT0002189,CUST02270,Churn,2024-03-01,Pro,,Switched to competitor,-49
EVT0002190,CUST02271,Churn,2024-09-11,Pro,,Technical issues,-49
EVT0002191,CUST02273,Churn,2023-03-15,Business,,Company shutdown,-149
EVT0002192,CUST02274,Upgrade,2023-10-26,Pro,Business,Plan Upgrade,100
EVT0002193,CUST02275,Upgrade,2022-10-14,Free,Pro,Plan Upgrade,49
EVT0002194,CUST02275,Upgrade,2023-05-12,Pro,Business,Plan Upgrade,100
EVT0002195,CUST02275,Churn,2024-10-27,Business,,Switched to competitor,-149
EVT0002196,CUST02276,Churn,2022-04-20,Free,,Switched to competitor,0
EVT0002197,CUST02277,Downgrade,2022-10-02,Business,Pro,Plan Downgrade,-100
EVT0002198,CUST02277,Churn,2025-01-02,Pro,,Switched to competitor,-49
EVT0002199,CUST02278,Upgrade,2024-02-19,Free,Pro,Plan Upgrade,49
EVT0002200,CUST02280,Churn,2024-01-29,Free,,Upgraded to paid,0
EVT0002201,CUST02283,Downgrade,2024-09-19,Business,Pro,Plan Downgrade,-100
EVT0002202,CUST02284,Upgrade,2022-01-20,Free,Pro,Plan Upgrade,49
EVT0002203,CUST02284,Churn,2022-09-27,Pro,,Technical issues,-49
EVT0002204,CUST02285,Churn,2023-07-11,Business,,Budget cuts,-149
EVT0002205,CUST02286,Upgrade,2022-09-04,Free,Pro,Plan Upgrade,49
EVT0002206,CUST02286,Churn,2022-12-05,Pro,,Too expensive,-49
EVT0002207,CUST02287,Churn,2023-01-22,Pro,,Missing features,-49
EVT0002208,CUST02288,Churn,2023-09-23,Free,,Upgraded to paid,0
EVT0002209,CUST02289,Churn,2024-11-30,Free,,No longer needed,0
EVT0002210,CUST02290,Upgrade,2022-09-03,Free,Pro,Plan Upgrade,49
EVT0002211,CUST02290,Churn,2023-06-13,Pro,,Missing features,-49
EVT0002212,CUST02291,Churn,2023-12-06,Free,,Switched to competitor,0
EVT0002213,CUST02292,Upgrade,2024-01-26,Pro,Business,Plan Upgrade,100
EVT0002214,CUST02293,Churn,2023-12-16,Free,,No longer needed,0
EVT0002215,CUST02295,Churn,2024-07-17,Free,,No longer needed,0
EVT0002216,CUST02296,Upgrade,2022-10-01,Pro,Business,Plan Upgrade,100
EVT0002217,CUST02296,Downgrade,2023-06-28,Business,Pro,Plan Downgrade,-100
EVT0002218,CUST02296,Churn,2023-08-17,Pro,,Switched to competitor,-49
EVT0002219,CUST02297,Downgrade,2023-08-24,Business,Pro,Plan Downgrade,-100
EVT0002220,CUST02297,Churn,2023-10-15,Pro,,Missing features,-49
EVT0002221,CUST02298,Churn,2023-03-25,Free,,No longer needed,0
EVT0002222,CUST02300,Churn,2023-04-04,Pro,,Budget cuts,-49
EVT0002223,CUST02301,Churn,2024-09-18,Pro,,Missing features,-49
EVT0002224,CUST02303,Churn,2024-08-23,Free,,Switched to competitor,0
EVT0002225,CUST02304,Churn,2023-08-09,Pro,,Too expensive,-49
EVT0002226,CUST02305,Churn,2023-07-23,Free,,Switched to competitor,0
EVT0002227,CUST02306,Downgrade,2023-10-21,Pro,Free,Plan Downgrade,-49
EVT0002228,CUST02306,Upgrade,2024-05-18,Free,Pro,Plan Upgrade,49
EVT0002229,CUST02306,Churn,2024-12-21,Pro,,Budget cuts,-49
EVT0002230,CUST02307,Churn,2024-05-02,Free,,Switched to competitor,0
EVT0002231,CUST02308,Churn,2024-02-11,Free,,No longer needed,0
EVT0002232,CUST02309,Churn,2023-11-12,Free,,Switched to competitor,0
EVT0002233,CUST02310,Upgrade,2023-09-29,Free,Pro,Plan Upgrade,49
EVT0002234,CUST02310,Downgrade,2024-02-26,Pro,Free,Plan Downgrade,-49
EVT0002235,CUST02310,Churn,2024-04-12,Free,,Upgraded to paid,0
EVT0002236,CUST02311,Upgrade,2024-06-26,Pro,Business,Plan Upgrade,100
EVT0002237,CUST02313,Downgrade,2024-02-18,Business,Pro,Plan Downgrade,-100
EVT0002238,CUST02313,Churn,2024-07-07,Pro,,Switched to competitor,-49
EVT0002239,CUST02314,Churn,2024-05-21,Free,,Switched to competitor,0
EVT0002240,CUST02315,Churn,2023-07-18,Business,,Budget cuts,-149
EVT0002241,CUST02318,Churn,2022-10-20,Business,,Missing features,-149
EVT0002242,CUST02319,Churn,2022-10-16,Free,,Upgraded to paid,0
EVT0002243,CUST02321,Downgrade,2024-07-08,Business,Pro,Plan Downgrade,-100
EVT0002244,CUST02321,Churn,2024-09-08,Pro,,Too expensive,-49
EVT0002245,CUST02322,Downgrade,2023-12-28,Business,Pro,Plan Downgrade,-100
EVT0002246,CUST02323,Churn,2023-12-25,Pro,,Technical issues,-49
EVT0002247,CUST02324,Upgrade,2023-09-17,Free,Business,Plan Upgrade,149
EVT0002248,CUST02325,Churn,2023-05-05,Business,,Company shutdown,-149
EVT0002249,CUST02326,Churn,2023-03-30,Pro,,Too expensive,-49
EVT0002250,CUST02328,Churn,2023-11-26,Free,,No longer needed,0
EVT0002251,CUST02331,Churn,2024-10-24,Pro,,Switched to competitor,-49
EVT0002252,CUST02332,Upgrade,2024-01-01,Free,Business,Plan Upgrade,149
EVT0002253,CUST02333,Churn,2024-09-10,Free,,Upgraded to paid,0
EVT0002254,CUST02334,Upgrade,2024-06-02,Pro,Business,Plan Upgrade,100
EVT0002255,CUST02335,Churn,2024-04-18,Free,,Upgraded to paid,0
EVT0002256,CUST02337,Churn,2022-03-25,Free,,Upgraded to paid,0
EVT0002257,CUST02338,Churn,2024-05-08,Free,,Upgraded to paid,0
EVT0002258,CUST02339,Churn,2024-12-24,Business,,Too expensive,-149
EVT0002259,CUST02340,Upgrade,2023-01-15,Free,Pro,Plan Upgrade,49
EVT0002260,CUST02340,Upgrade,2023-02-14,Pro,Business,Plan Upgrade,100
EVT0002261,CUST02340,Downgrade,2024-04-09,Business,Pro,Plan Downgrade,-100
EVT0002262,CUST02341,Churn,2022-12-15,Business,,Company shutdown,-149
EVT0002263,CUST02343,Upgrade,2024-01-27,Free,Pro,Plan Upgrade,49
EVT0002264,CUST02344,Churn,2023-12-02,Free,,Switched to competitor,0
EVT0002265,CUST02345,Churn,2024-10-12,Business,,Missing features,-149
EVT0002266,CUST02346,Upgrade,2024-11-06,Free,Pro,Plan Upgrade,49
EVT0002267,CUST02347,Churn,2024-12-23,Pro,,Technical issues,-49
EVT0002268,CUST02348,Downgrade,2023-09-11,Business,Pro,Plan Downgrade,-100
EVT0002269,CUST02348,Churn,2024-02-25,Pro,,Too expensive,-49
EVT0002270,CUST02349,Churn,2023-08-02,Free,,No longer needed,0
EVT0002271,CUST02350,Upgrade,2023-04-28,Pro,Business,Plan Upgrade,100
EVT0002272,CUST02350,Churn,2024-07-09,Business,,Switched to competitor,-149
EVT0002273,CUST02351,Downgrade,2023-10-31,Pro,Free,Plan Downgrade,-49
EVT0002274,CUST02351,Churn,2024-06-14,Free,,No longer needed,0
EVT0002275,CUST02352,Churn,2023-07-07,Free,,Switched to competitor,0
EVT0002276,CUST02353,Upgrade,2023-08-15,Free,Pro,Plan Upgrade,49
EVT0002277,CUST02353,Upgrade,2024-03-12,Pro,Business,Plan Upgrade,100
EVT0002278,CUST02353,Downgrade,2024-11-07,Business,Pro,Plan Downgrade,-100
EVT0002279,CUST02354,Churn,2024-05-04,Free,,Upgraded to paid,0
EVT0002280,CUST02355,Churn,2024-03-09,Free,,Upgraded to paid,0
EVT0002281,CUST02356,Churn,2024-03-24,Business,,Switched to competitor,-149
EVT0002282,CUST02357,Churn,2022-03-06,Free,,Upgraded to paid,0
EVT0002283,CUST02358,Churn,2024-10-09,Pro,,Switched to competitor,-49
EVT0002284,CUST02361,Upgrade,2022-08-26,Free,Pro,Plan Upgrade,49
EVT0002285,CUST02361,Downgrade,2023-04-23,Pro,Free,Plan Downgrade,-49
EVT0002286,CUST02361,Churn,2023-06-25,Free,,Switched to competitor,0
EVT0002287,CUST02362,Upgrade,2023-10-29,Free,Pro,Plan Upgrade,49
EVT0002288,CUST02362,Upgrade,2023-12-28,Pro,Business,Plan Upgrade,100
EVT0002289,CUST02363,Upgrade,2023-04-21,Free,Pro,Plan Upgrade,49
EVT0002290,CUST02364,Downgrade,2024-09-08,Pro,Free,Plan Downgrade,-49
EVT0002291,CUST02365,Churn,2023-03-19,Free,,Switched to competitor,0
EVT0002292,CUST02366,Churn,2022-12-09,Free,,Upgraded to paid,0
EVT0002293,CUST02367,Upgrade,2024-10-07,Free,Pro,Plan Upgrade,49
EVT0002294,CUST02369,Churn,2022-07-05,Business,,Switched to competitor,-149
EVT0002295,CUST02370,Downgrade,2024-10-23,Business,Pro,Plan Downgrade,-100
EVT0002296,CUST02371,Upgrade,2024-01-30,Free,Pro,Plan Upgrade,49
EVT0002297,CUST02371,Churn,2024-06-21,Pro,,Switched to competitor,-49
EVT0002298,CUST02372,Upgrade,2024-07-20,Free,Pro,Plan Upgrade,49
EVT0002299,CUST02373,Churn,2023-01-27,Free,,No longer needed,0
EVT0002300,CUST02374,Churn,2024-02-10,Pro,,Too expensive,-49
EVT0002301,CUST02375,Churn,2024-10-06,Pro,,Technical issues,-49
EVT0002302,CUST02376,Churn,2023-07-19,Pro,,Technical issues,-49
EVT0002303,CUST02379,Churn,2023-10-31,Free,,No longer needed,0
EVT0002304,CUST02380,Upgrade,2023-01-27,Free,Pro,Plan Upgrade,49
EVT0002305,CUST02381,Churn,2022-11-25,Free,,Upgraded to paid,0
EVT0002306,CUST02383,Downgrade,2024-04-12,Pro,Free,Plan Downgrade,-49
EVT0002307,CUST02384,Churn,2022-04-02,Free,,Switched to competitor,0
EVT0002308,CUST02386,Downgrade,2024-03-19,Business,Pro,Plan Downgrade,-100
EVT0002309,CUST02390,Upgrade,2024-11-10,Free,Pro,Plan Upgrade,49
EVT0002310,CUST02391,Churn,2022-08-31,Pro,,Too expensive,-49
EVT0002311,CUST02392,Churn,2025-01-23,Pro,,Missing features,-49
EVT0002312,CUST02393,Downgrade,2022-08-29,Business,Pro,Plan Downgrade,-100
EVT0002313,CUST02393,Churn,2024-10-28,Pro,,Budget cuts,-49
EVT0002314,CUST02394,Churn,2022-04-09,Free,,No longer needed,0
EVT0002315,CUST02395,Upgrade,2024-03-08,Free,Pro,Plan Upgrade,49
EVT0002316,CUST02395,Churn,2024-10-21,Pro,,Technical issues,-49
EVT0002317,CUST02396,Upgrade,2023-04-27,Free,Pro,Plan Upgrade,49
EVT0002318,CUST02396,Churn,2023-09-20,Pro,,Switched to competitor,-49
EVT0002319,CUST02399,Churn,2024-07-29,Pro,,Missing features,-49
EVT0002320,CUST02402,Churn,2025-01-08,Free,,Switched to competitor,0
EVT0002321,CUST02403,Upgrade,2022-10-24,Free,Pro,Plan Upgrade,49
EVT0002322,CUST02403,Downgrade,2022-12-23,Pro,Free,Plan Downgrade,-49
EVT0002323,CUST02405,Upgrade,2022-04-22,Free,Pro,Plan Upgrade,49
EVT0002324,CUST02405,Churn,2022-07-08,Pro,,Switched to competitor,-49
EVT0002325,CUST02406,Churn,2022-05-02,Free,,Upgraded to paid,0
EVT0002326,CUST02408,Churn,2024-03-08,Pro,,Switched to competitor,-49
EVT0002327,CUST02409,Churn,2023-02-02,Pro,,Technical issues,-49
EVT0002328,CUST02410,Churn,2022-12-31,Pro,,Switched to competitor,-49
EVT0002329,CUST02411,Churn,2022-11-20,Pro,,Switched to competitor,-49
EVT0002330,CUST02412,Upgrade,2023-09-04,Pro,Business,Plan Upgrade,100
EVT0002331,CUST02412,Downgrade,2024-05-31,Business,Pro,Plan Downgrade,-100
EVT0002332,CUST02414,Churn,2024-05-16,Pro,,Switched to competitor,-49
EVT0002333,CUST02415,Churn,2023-05-10,Pro,,Too expensive,-49
EVT0002334,CUST02416,Downgrade,2023-05-29,Pro,Free,Plan Downgrade,-49
EVT0002335,CUST02416,Churn,2023-11-18,Free,,Switched to competitor,0
EVT0002336,CUST02417,Downgrade,2023-01-17,Pro,Free,Plan Downgrade,-49
EVT0002337,CUST02417,Upgrade,2023-09-14,Free,Pro,Plan Upgrade,49
EVT0002338,CUST02418,Churn,2024-01-20,Pro,,Budget cuts,-49
EVT0002339,CUST02419,Churn,2025-01-10,Pro,,Missing features,-49
EVT0002340,CUST02420,Upgrade,2022-06-08,Free,Pro,Plan Upgrade,49
EVT0002341,CUST02420,Churn,2022-07-20,Pro,,Missing features,-49
EVT0002342,CUST02421,Churn,2023-08-25,Pro,,Switched to competitor,-49
EVT0002343,CUST02423,Downgrade,2024-06-17,Pro,Free,Plan Downgrade,-49
EVT0002344,CUST02424,Churn,2024-08-10,Pro,,Switched to competitor,-49
EVT0002345,CUST02425,Churn,2023-04-22,Free,,No longer needed,0
EVT0002346,CUST02426,Churn,2023-11-16,Pro,,Missing features,-49
EVT0002347,CUST02428,Upgrade,2024-05-29,Free,Pro,Plan Upgrade,49
EVT0002348,CUST02430,Upgrade,2024-03-18,Free,Pro,Plan Upgrade,49
EVT0002349,CUST02432,Downgrade,2024-09-27,Business,Pro,Plan Downgrade,-100
EVT0002350,CUST02433,Churn,2023-02-14,Pro,,Budget cuts,-49
EVT0002351,CUST02434,Churn,2024-09-05,Free,,Upgraded to paid,0
EVT0002352,CUST02435,Churn,2024-05-29,Free,,No longer needed,0
EVT0002353,CUST02436,Upgrade,2023-11-28,Free,Pro,Plan Upgrade,49
EVT0002354,CUST02436,Downgrade,2024-09-23,Pro,Free,Plan Downgrade,-49
EVT0002355,CUST02437,Churn,2023-10-14,Business,,Budget cuts,-149
EVT0002356,CUST02438,Upgrade,2022-03-07,Pro,Business,Plan Upgrade,100
EVT0002357,CUST02438,Churn,2023-08-12,Business,,Too expensive,-149
EVT0002358,CUST02439,Churn,2022-09-15,Business,,Too expensive,-149
EVT0002359,CUST02440,Churn,2023-07-20,Pro,,Budget cuts,-49
EVT0002360,CUST02442,Upgrade,2024-08-27,Free,Pro,Plan Upgrade,49
EVT0002361,CUST02443,Downgrade,2022-05-18,Business,Pro,Plan Downgrade,-100
EVT0002362,CUST02443,Downgrade,2022-07-17,Pro,Free,Plan Downgrade,-49
EVT0002363,CUST02443,Churn,2022-12-30,Free,,Upgraded to paid,0
EVT0002364,CUST02444,Churn,2024-09-24,Pro,,Missing features,-49
EVT0002365,CUST02445,Upgrade,2023-07-25,Pro,Business,Plan Upgrade,100
EVT0002366,CUST02447,Churn,2023-09-26,Free,,Switched to competitor,0
EVT0002367,CUST02448,Churn,2022-09-12,Pro,,Budget cuts,-49
EVT0002368,CUST02449,Churn,2022-04-07,Free,,Switched to competitor,0
EVT0002369,CUST02451,Upgrade,2024-03-21,Free,Pro,Plan Upgrade,49
EVT0002370,CUST02451,Upgrade,2024-07-19,Pro,Business,Plan Upgrade,100
EVT0002371,CUST02452,Upgrade,2023-06-05,Free,Business,Plan Upgrade,149
EVT0002372,CUST02453,Churn,2022-12-31,Free,,Upgraded to paid,0
EVT0002373,CUST02454,Upgrade,2024-08-15,Free,Pro,Plan Upgrade,49
EVT0002374,CUST02456,Upgrade,2022-09-14,Pro,Business,Plan Upgrade,100
EVT0002375,CUST02456,Downgrade,2022-12-13,Business,Pro,Plan Downgrade,-100
EVT0002376,CUST02456,Upgrade,2024-06-05,Pro,Business,Plan Upgrade,100
EVT0002377,CUST02456,Churn,2024-07-09,Business,,Switched to competitor,-149
EVT0002378,CUST02458,Churn,2022-09-07,Pro,,Switched to competitor,-49
EVT0002379,CUST02459,Churn,2024-09-12,Free,,Switched to competitor,0
EVT0002380,CUST02460,Churn,2023-06-11,Free,,No longer needed,0
EVT0002381,CUST02461,Churn,2022-08-07,Free,,No longer needed,0
EVT0002382,CUST02463,Churn,2023-10-04,Pro,,Too expensive,-49
EVT0002383,CUST02464,Churn,2022-05-08,Free,,No longer needed,0
EVT0002384,CUST02465,Churn,2024-12-25,Pro,,Missing features,-49
EVT0002385,CUST02467,Churn,2024-05-30,Free,,Upgraded to paid,0
EVT0002386,CUST02468,Churn,2024-01-28,Pro,,Technical issues,-49
EVT0002387,CUST02469,Churn,2023-08-31,Free,,Switched to competitor,0
EVT0002388,CUST02470,Churn,2024-05-22,Business,,Budget cuts,-149
EVT0002389,CUST02471,Churn,2022-12-17,Free,,No longer needed,0
EVT0002390,CUST02472,Downgrade,2024-11-15,Pro,Free,Plan Downgrade,-49
EVT0002391,CUST02474,Churn,2023-10-31,Business,,Switched to competitor,-149
EVT0002392,CUST02475,Churn,2023-07-11,Pro,,Budget cuts,-49
EVT0002393,CUST02476,Churn,2024-09-21,Free,,Switched to competitor,0
EVT0002394,CUST02477,Churn,2022-06-11,Pro,,Budget cuts,-49
EVT0002395,CUST02478,Churn,2022-07-09,Free,,No longer needed,0
EVT0002396,CUST02480,Churn,2023-09-20,Business,,Switched to competitor,-149
EVT0002397,CUST02481,Upgrade,2022-03-16,Pro,Business,Plan Upgrade,100
EVT0002398,CUST02481,Churn,2023-06-15,Business,,Budget cuts,-149
EVT0002399,CUST02482,Churn,2023-01-04,Pro,,Technical issues,-49
EVT0002400,CUST02484,Downgrade,2024-05-21,Business,Free,Plan Downgrade,-149
EVT0002401,CUST02485,Downgrade,2023-02-01,Business,Pro,Plan Downgrade,-100
EVT0002402,CUST02485,Churn,2023-05-07,Pro,,Budget cuts,-49
EVT0002403,CUST02486,Churn,2022-03-08,Free,,Switched to competitor,0
EVT0002404,CUST02487,Churn,2023-03-09,Pro,,Budget cuts,-49
EVT0002405,CUST02488,Upgrade,2024-09-28,Pro,Business,Plan Upgrade,100
EVT0002406,CUST02490,Downgrade,2023-10-31,Business,Pro,Plan Downgrade,-100
EVT0002407,CUST02490,Churn,2024-06-29,Pro,,Technical issues,-49
EVT0002408,CUST02491,Churn,2023-08-13,Pro,,Technical issues,-49
EVT0002409,CUST02492,Churn,2024-07-10,Business,,Switched to competitor,-149
EVT0002410,CUST02497,Churn,2025-01-18,Free,,Switched to competitor,0
EVT0002411,CUST02499,Churn,2023-05-19,Business,,Missing features,-149
EVT0002412,CUST02500,Churn,2025-01-18,Pro,,Technical issues,-49
EVT0002413,CUST02501,Churn,2024-05-10,Business,,Too expensive,-149
EVT0002414,CUST02502,Churn,2022-08-24,Pro,,Missing features,-49
EVT0002415,CUST02503,Churn,2024-09-15,Free,,No longer needed,0
EVT0002416,CUST02505,Churn,2023-08-27,Free,,Upgraded to paid,0
EVT0002417,CUST02506,Churn,2023-07-21,Business,,Budget cuts,-149
EVT0002418,CUST02507,Churn,2023-01-11,Business,,Switched to competitor,-149
EVT0002419,CUST02508,Churn,2024-12-15,Business,,Budget cuts,-149
EVT0002420,CUST02510,Upgrade,2022-12-30,Pro,Business,Plan Upgrade,100
EVT0002421,CUST02511,Downgrade,2024-07-30,Business,Pro,Plan Downgrade,-100
EVT0002422,CUST02512,Upgrade,2023-06-07,Free,Pro,Plan Upgrade,49
EVT0002423,CUST02513,Churn,2023-01-10,Free,,Upgraded to paid,0
EVT0002424,CUST02514,Churn,2024-11-28,Free,,Upgraded to paid,0
EVT0002425,CUST02515,Churn,2024-01-19,Pro,,Too expensive,-49
EVT0002426,CUST02516,Upgrade,2024-11-06,Free,Pro,Plan Upgrade,49
EVT0002427,CUST02519,Churn,2023-11-18,Free,,Upgraded to paid,0
EVT0002428,CUST02522,Churn,2023-02-21,Pro,,Too expensive,-49
EVT0002429,CUST02523,Churn,2024-05-04,Pro,,Technical issues,-49
EVT0002430,CUST02524,Downgrade,2024-04-02,Business,Pro,Plan Downgrade,-100
EVT0002431,CUST02525,Downgrade,2024-01-11,Business,Free,Plan Downgrade,-149
EVT0002432,CUST02525,Churn,2024-04-13,Free,,Upgraded to paid,0
EVT0002433,CUST02527,Churn,2024-12-23,Free,,Upgraded to paid,0
EVT0002434,CUST02530,Upgrade,2023-11-02,Free,Pro,Plan Upgrade,49
EVT0002435,CUST02531,Churn,2023-11-04,Business,,Budget cuts,-149
EVT0002436,CUST02533,Upgrade,2022-12-11,Pro,Business,Plan Upgrade,100
EVT0002437,CUST02533,Downgrade,2023-05-10,Business,Pro,Plan Downgrade,-100
EVT0002438,CUST02533,Downgrade,2023-08-08,Pro,Free,Plan Downgrade,-49
EVT0002439,CUST02533,Churn,2024-05-05,Free,,No longer needed,0
EVT0002440,CUST02534,Downgrade,2024-09-14,Pro,Free,Plan Downgrade,-49
EVT0002441,CUST02535,Upgrade,2023-07-15,Free,Business,Plan Upgrade,149
EVT0002442,CUST02535,Churn,2024-01-30,Business,,Too expensive,-149
EVT0002443,CUST02536,Churn,2023-10-08,Business,,Too expensive,-149
EVT0002444,CUST02537,Churn,2024-08-19,Pro,,Switched to competitor,-49
EVT0002445,CUST02539,Upgrade,2022-12-05,Free,Business,Plan Upgrade,149
EVT0002446,CUST02539,Churn,2023-02-08,Business,,Missing features,-149
EVT0002447,CUST02540,Churn,2023-03-31,Pro,,Budget cuts,-49
EVT0002448,CUST02541,Churn,2022-09-16,Pro,,Budget cuts,-49
EVT0002449,CUST02543,Churn,2023-01-27,Free,,Switched to competitor,0
EVT0002450,CUST02544,Churn,2023-08-03,Pro,,Switched to competitor,-49
EVT0002451,CUST02546,Churn,2024-07-23,Pro,,Missing features,-49
EVT0002452,CUST02547,Churn,2023-09-02,Business,,Company shutdown,-149
EVT0002453,CUST02548,Churn,2023-11-29,Free,,No longer needed,0
EVT0002454,CUST02549,Churn,2024-11-30,Pro,,Technical issues,-49
EVT0002455,CUST02550,Churn,2024-11-05,Free,,No longer needed,0
EVT0002456,CUST02551,Churn,2024-02-28,Pro,,Missing features,-49
EVT0002457,CUST02552,Churn,2024-09-09,Pro,,Budget cuts,-49
EVT0002458,CUST02555,Upgrade,2024-05-15,Free,Pro,Plan Upgrade,49
EVT0002459,CUST02556,Churn,2023-12-21,Business,,Company shutdown,-149
EVT0002460,CUST02557,Churn,2022-10-10,Free,,Upgraded to paid,0
EVT0002461,CUST02559,Downgrade,2024-05-16,Business,Free,Plan Downgrade,-149
EVT0002462,CUST02560,Churn,2023-12-13,Free,,Switched to competitor,0
EVT0002463,CUST02561,Downgrade,2024-08-26,Pro,Free,Plan Downgrade,-49
EVT0002464,CUST02561,Churn,2024-11-15,Free,,No longer needed,0
EVT0002465,CUST02565,Churn,2023-02-03,Free,,No longer needed,0
EVT0002466,CUST02566,Churn,2023-03-31,Business,,Switched to competitor,-149
EVT0002467,CUST02567,Downgrade,2024-12-05,Business,Pro,Plan Downgrade,-100
EVT0002468,CUST02568,Downgrade,2023-08-31,Pro,Free,Plan Downgrade,-49
EVT0002469,CUST02568,Churn,2023-11-24,Free,,Switched to competitor,0
EVT0002470,CUST02569,Churn,2023-09-26,Pro,,Missing features,-49
EVT0002471,CUST02570,Churn,2023-09-14,Pro,,Technical issues,-49
EVT0002472,CUST02572,Churn,2022-10-06,Pro,,Technical issues,-49
EVT0002473,CUST02573,Upgrade,2022-05-23,Free,Pro,Plan Upgrade,49
EVT0002474,CUST02573,Upgrade,2023-12-14,Pro,Business,Plan Upgrade,100
EVT0002475,CUST02573,Churn,2024-11-25,Business,,Company shutdown,-149
EVT0002476,CUST02575,Upgrade,2024-01-31,Pro,Business,Plan Upgrade,100
EVT0002477,CUST02576,Churn,2024-04-08,Free,,Switched to competitor,0
EVT0002478,CUST02580,Upgrade,2024-09-06,Pro,Business,Plan Upgrade,100
EVT0002479,CUST02581,Upgrade,2023-02-22,Pro,Business,Plan Upgrade,100
EVT0002480,CUST02582,Upgrade,2024-08-27,Pro,Business,Plan Upgrade,100
EVT0002481,CUST02583,Churn,2023-06-28,Free,,Upgraded to paid,0
EVT0002482,CUST02584,Churn,2023-07-15,Business,,Budget cuts,-149
EVT0002483,CUST02589,Churn,2023-03-14,Pro,,Technical issues,-49
EVT0002484,CUST02590,Churn,2024-05-26,Free,,Upgraded to paid,0
EVT0002485,CUST02592,Churn,2023-09-28,Business,,Switched to competitor,-149
EVT0002486,CUST02593,Churn,2024-04-12,Free,,Upgraded to paid,0
EVT0002487,CUST02594,Churn,2022-11-11,Pro,,Budget cuts,-49
EVT0002488,CUST02596,Downgrade,2023-12-15,Pro,Free,Plan Downgrade,-49
EVT0002489,CUST02596,Churn,2024-05-10,Free,,Switched to competitor,0
EVT0002490,CUST02597,Churn,2022-06-06,Free,,Switched to competitor,0
EVT0002491,CUST02598,Churn,2023-06-10,Free,,Switched to competitor,0
EVT0002492,CUST02599,Churn,2024-06-12,Business,,Switched to competitor,-149
EVT0002493,CUST02600,Churn,2024-02-02,Free,,No longer needed,0
EVT0002494,CUST02601,Upgrade,2023-05-09,Pro,Business,Plan Upgrade,100
EVT0002495,CUST02601,Churn,2024-04-29,Business,,Budget cuts,-149
EVT0002496,CUST02602,Downgrade,2023-02-08,Business,Pro,Plan Downgrade,-100
EVT0002497,CUST02602,Churn,2024-08-03,Pro,,Too expensive,-49
EVT0002498,CUST02603,Downgrade,2023-10-17,Business,Pro,Plan Downgrade,-100
EVT0002499,CUST02603,Downgrade,2024-10-11,Pro,Free,Plan Downgrade,-49
EVT0002500,CUST02605,Downgrade,2022-07-19,Pro,Free,Plan Downgrade,-49
EVT0002501,CUST02605,Churn,2022-10-08,Free,,No longer needed,0
EVT0002502,CUST02606,Upgrade,2023-02-16,Free,Pro,Plan Upgrade,49
EVT0002503,CUST02606,Churn,2023-12-27,Pro,,Budget cuts,-49
EVT0002504,CUST02607,Upgrade,2022-10-29,Free,Pro,Plan Upgrade,49
EVT0002505,CUST02607,Churn,2023-02-17,Pro,,Budget cuts,-49
EVT0002506,CUST02610,Churn,2024-02-12,Free,,No longer needed,0
EVT0002507,CUST02611,Churn,2022-07-14,Free,,Switched to competitor,0
EVT0002508,CUST02612,Downgrade,2023-08-13,Pro,Free,Plan Downgrade,-49
EVT0002509,CUST02612,Churn,2024-04-24,Free,,Switched to competitor,0
EVT0002510,CUST02614,Downgrade,2023-09-14,Pro,Free,Plan Downgrade,-49
EVT0002511,CUST02614,Upgrade,2024-07-10,Free,Pro,Plan Upgrade,49
EVT0002512,CUST02617,Churn,2023-04-18,Pro,,Too expensive,-49
EVT0002513,CUST02619,Churn,2023-07-18,Free,,No longer needed,0
EVT0002514,CUST02620,Churn,2022-07-05,Free,,Switched to competitor,0
EVT0002515,CUST02621,Churn,2024-10-30,Business,,Budget cuts,-149
EVT0002516,CUST02623,Upgrade,2023-05-29,Free,Pro,Plan Upgrade,49
EVT0002517,CUST02623,Churn,2024-06-01,Pro,,Technical issues,-49
EVT0002518,CUST02624,Churn,2022-09-24,Free,,No longer needed,0
EVT0002519,CUST02625,Upgrade,2024-03-22,Free,Pro,Plan Upgrade,49
EVT0002520,CUST02625,Downgrade,2024-11-17,Pro,Free,Plan Downgrade,-49
EVT0002521,CUST02625,Churn,2024-12-27,Free,,Upgraded to paid,0
EVT0002522,CUST02626,Upgrade,2024-02-09,Free,Pro,Plan Upgrade,49
EVT0002523,CUST02626,Churn,2024-11-24,Pro,,Too expensive,-49
EVT0002524,CUST02627,Downgrade,2024-01-07,Business,Pro,Plan Downgrade,-100
EVT0002525,CUST02628,Downgrade,2024-03-01,Business,Pro,Plan Downgrade,-100
EVT0002526,CUST02628,Churn,2024-11-15,Pro,,Switched to competitor,-49
