subscription_id,customer_id,plan,mrr,start_date,end_date,status,churn_reason,duration_months
SUB003273,CUST02395,Free,0,2023-02-12,2024-03-08,Upgraded,,13
SUB003274,CUST02395,Pro,49,2024-03-08,2024-10-21,Churned,Technical issues,7
SUB003275,CUST02396,Free,0,2022-12-28,2023-04-27,Upgraded,,4
SUB003276,CUST02396,Pro,49,2023-04-27,2023-09-20,Churned,Switched to competitor,4
SUB003277,CUST02397,Pro,49,2024-10-07,,Active,,2
SUB003278,CUST02398,Business,149,2022-12-03,,Active,,25
SUB003279,CUST02399,Pro,49,2024-06-16,2024-07-29,Churned,Missing features,1
SUB003280,CUST02400,Pro,49,2024-01-25,,Active,,11
SUB003281,CUST02401,Business,149,2024-05-14,,Active,,7
SUB003282,CUST02402,Free,0,2024-08-30,2025-01-08,Churned,Switched to competitor,4
SUB003283,CUST02403,Free,0,2022-06-26,2022-10-24,Upgraded,,4
SUB003284,CUST02403,Pro,49,2022-10-24,2022-12-23,Downgraded,,2
SUB003285,CUST02403,Free,0,2022-12-23,,Active,,24
SUB003286,CUST02404,Pro,49,2023-06-23,,Active,,18
SUB003287,CUST02405,Free,0,2022-03-23,2022-04-22,Upgraded,,1
SUB003288,CUST02405,Pro,49,2022-04-22,2022-07-08,Churned,Switched to competitor,2
SUB003289,CUST02406,Free,0,2022-01-23,2022-05-02,Churned,Upgraded to paid,3
SUB003290,CUST02407,Business,149,2023-06-29,,Active,,18
SUB003291,CUST02408,Pro,49,2023-05-15,2024-03-08,Churned,Switched to competitor,9
SUB003292,CUST02409,Pro,49,2022-07-22,2023-02-02,Churned,Technical issues,6
SUB003293,CUST02410,Pro,49,2022-09-18,2022-12-31,Churned,Switched to competitor,3
SUB003294,CUST02411,Pro,49,2022-05-29,2022-11-20,Churned,Switched to competitor,5
SUB003295,CUST02412,Pro,49,2023-04-07,2023-09-04,Upgraded,,5
SUB003296,CUST02412,Business,149,2023-09-04,2024-05-31,Downgraded,,9
SUB003297,CUST02412,Pro,49,2024-05-31,,Active,,7
SUB003298,CUST02413,Business,149,2024-03-19,,Active,,9
SUB003299,CUST02414,Pro,49,2023-04-06,2024-05-16,Churned,Switched to competitor,13
SUB003300,CUST02415,Pro,49,2022-11-19,2023-05-10,Churned,Too expensive,5
SUB003301,CUST02416,Pro,49,2022-03-05,2023-05-29,Downgraded,,15
SUB003302,CUST02416,Free,0,2023-05-29,2023-11-18,Churned,Switched to competitor,5
SUB003303,CUST02417,Pro,49,2022-03-23,2023-01-17,Downgraded,,10
SUB003304,CUST02417,Free,0,2023-01-17,2023-09-14,Upgraded,,8
SUB003305,CUST02417,Pro,49,2023-09-14,,Active,,15
SUB003306,CUST02418,Pro,49,2023-11-01,2024-01-20,Churned,Budget cuts,2
SUB003307,CUST02419,Pro,49,2022-10-09,2025-01-10,Churned,Missing features,27
SUB003308,CUST02420,Free,0,2022-05-09,2022-06-08,Upgraded,,1
SUB003309,CUST02420,Pro,49,2022-06-08,2022-07-20,Churned,Missing features,1
SUB003310,CUST02421,Pro,49,2023-04-12,2023-08-25,Churned,Switched to competitor,4
SUB003311,CUST02422,Free,0,2023-01-28,,Active,,23
SUB003312,CUST02423,Pro,49,2024-05-18,2024-06-17,Downgraded,,1
SUB003313,CUST02423,Free,0,2024-06-17,,Active,,6
SUB003314,CUST02424,Pro,49,2023-08-28,2024-08-10,Churned,Switched to competitor,11
SUB003315,CUST02425,Free,0,2023-02-23,2023-04-22,Churned,No longer needed,1
SUB003316,CUST02426,Pro,49,2023-08-20,2023-11-16,Churned,Missing features,2
SUB003317,CUST02427,Pro,49,2024-10-14,,Active,,2
SUB003318,CUST02428,Free,0,2023-12-01,2024-05-29,Upgraded,,6
SUB003319,CUST02428,Pro,49,2024-05-29,,Active,,7
SUB003320,CUST02429,Business,149,2024-03-16,,Active,,9
SUB003321,CUST02430,Free,0,2023-07-22,2024-03-18,Upgraded,,8
SUB003322,CUST02430,Pro,49,2024-03-18,,Active,,9
SUB003323,CUST02431,Free,0,2024-09-29,,Active,,3
SUB003324,CUST02432,Business,149,2023-01-06,2024-09-27,Downgraded,,21
SUB003325,CUST02432,Pro,49,2024-09-27,,Active,,3
SUB003326,CUST02433,Pro,49,2022-08-09,2023-02-14,Churned,Budget cuts,6
SUB003327,CUST02434,Free,0,2024-05-16,2024-09-05,Churned,Upgraded to paid,3
SUB003328,CUST02435,Free,0,2023-07-22,2024-05-29,Churned,No longer needed,10
SUB003329,CUST02436,Free,0,2023-07-01,2023-11-28,Upgraded,,5
SUB003330,CUST02436,Pro,49,2023-11-28,2024-09-23,Downgraded,,10
SUB003331,CUST02436,Free,0,2024-09-23,,Active,,3
SUB003332,CUST02437,Business,149,2023-10-11,2023-10-14,Churned,Budget cuts,1
SUB003333,CUST02438,Pro,49,2022-02-05,2022-03-07,Upgraded,,1
SUB003334,CUST02438,Business,149,2022-03-07,2023-08-12,Churned,Too expensive,17
SUB003335,CUST02439,Business,149,2022-09-13,2022-09-15,Churned,Too expensive,1
SUB003336,CUST02440,Pro,49,2023-03-28,2023-07-20,Churned,Budget cuts,3
SUB003337,CUST02441,Business,149,2024-03-02,,Active,,10
SUB003338,CUST02442,Free,0,2024-06-28,2024-08-27,Upgraded,,2
SUB003339,CUST02442,Pro,49,2024-08-27,,Active,,4
SUB003340,CUST02443,Business,149,2022-02-17,2022-05-18,Downgraded,,3
SUB003341,CUST02443,Pro,49,2022-05-18,2022-07-17,Downgraded,,2
SUB003342,CUST02443,Free,0,2022-07-17,2022-12-30,Churned,Upgraded to paid,5
SUB003343,CUST02444,Pro,49,2023-12-03,2024-09-24,Churned,Missing features,9
SUB003344,CUST02445,Pro,49,2023-02-25,2023-07-25,Upgraded,,5
SUB003345,CUST02445,Business,149,2023-07-25,,Active,,17
SUB003346,CUST02446,Free,0,2024-02-13,,Active,,10
SUB003347,CUST02447,Free,0,2023-07-16,2023-09-26,Churned,Switched to competitor,2
SUB003348,CUST02448,Pro,49,2022-02-19,2022-09-12,Churned,Budget cuts,6
SUB003349,CUST02449,Free,0,2022-02-14,2022-04-07,Churned,Switched to competitor,1
SUB003350,CUST02450,Free,0,2024-07-01,,Active,,6
SUB003351,CUST02451,Free,0,2024-01-21,2024-03-21,Upgraded,,2
SUB003352,CUST02451,Pro,49,2024-03-21,2024-07-19,Upgraded,,4
SUB003353,CUST02451,Business,149,2024-07-19,,Active,,5
SUB003354,CUST02452,Free,0,2023-02-05,2023-06-05,Upgraded,,4
SUB003355,CUST02452,Business,149,2023-06-05,,Active,,19
SUB003356,CUST02453,Free,0,2022-07-09,2022-12-31,Churned,Upgraded to paid,5
SUB003357,CUST02454,Free,0,2024-07-16,2024-08-15,Upgraded,,1
SUB003358,CUST02454,Pro,49,2024-08-15,,Active,,4
SUB003359,CUST02455,Free,0,2024-04-18,,Active,,8
SUB003360,CUST02456,Pro,49,2022-04-17,2022-09-14,Upgraded,,5
SUB003361,CUST02456,Business,149,2022-09-14,2022-12-13,Downgraded,,3
SUB003362,CUST02456,Pro,49,2022-12-13,2024-06-05,Upgraded,,18
SUB003363,CUST02456,Business,149,2024-06-05,2024-07-09,Churned,Switched to competitor,1
SUB003364,CUST02457,Business,149,2024-08-21,,Active,,4
SUB003365,CUST02458,Pro,49,2022-05-18,2022-09-07,Churned,Switched to competitor,3
SUB003366,CUST02459,Free,0,2024-08-05,2024-09-12,Churned,Switched to competitor,1
SUB003367,CUST02460,Free,0,2023-05-19,2023-06-11,Churned,No longer needed,1
SUB003368,CUST02461,Free,0,2022-02-12,2022-08-07,Churned,No longer needed,5
SUB003369,CUST02462,Free,0,2022-09-28,,Active,,27
SUB003370,CUST02463,Pro,49,2023-05-19,2023-10-04,Churned,Too expensive,4
SUB003371,CUST02464,Free,0,2022-03-28,2022-05-08,Churned,No longer needed,1
SUB003372,CUST02465,Pro,49,2024-09-30,2024-12-25,Churned,Missing features,2
SUB003373,CUST02466,Business,149,2024-08-13,,Active,,4
SUB003374,CUST02467,Free,0,2024-04-09,2024-05-30,Churned,Upgraded to paid,1
SUB003375,CUST02468,Pro,49,2022-09-16,2024-01-28,Churned,Technical issues,16
SUB003376,CUST02469,Free,0,2022-08-25,2023-08-31,Churned,Switched to competitor,12
SUB003377,CUST02470,Business,149,2023-10-07,2024-05-22,Churned,Budget cuts,7
SUB003378,CUST02471,Free,0,2022-10-14,2022-12-17,Churned,No longer needed,2
SUB003379,CUST02472,Pro,49,2024-06-18,2024-11-15,Downgraded,,5
SUB003380,CUST02472,Free,0,2024-11-15,,Active,,1
SUB003381,CUST02473,Business,149,2024-08-06,,Active,,4
SUB003382,CUST02474,Business,149,2023-08-29,2023-10-31,Churned,Switched to competitor,2
SUB003383,CUST02475,Pro,49,2022-06-09,2023-07-11,Churned,Budget cuts,13
SUB003384,CUST02476,Free,0,2024-09-08,2024-09-21,Churned,Switched to competitor,1
SUB003385,CUST02477,Pro,49,2022-01-23,2022-06-11,Churned,Budget cuts,4
SUB003386,CUST02478,Free,0,2022-02-20,2022-07-09,Churned,No longer needed,4
SUB003387,CUST02479,Pro,49,2023-11-16,,Active,,13
SUB003388,CUST02480,Business,149,2022-04-15,2023-09-20,Churned,Switched to competitor,17
SUB003389,CUST02481,Pro,49,2022-03-16,2022-03-16,Upgraded,,1
SUB003390,CUST02481,Business,149,2022-03-16,2023-06-15,Churned,Budget cuts,15
SUB003391,CUST02482,Pro,49,2022-11-11,2023-01-04,Churned,Technical issues,1
SUB003392,CUST02483,Pro,49,2023-07-02,,Active,,18
SUB003393,CUST02484,Business,149,2023-03-28,2024-05-21,Downgraded,,14
SUB003394,CUST02484,Free,0,2024-05-21,,Active,,7
SUB003395,CUST02485,Business,149,2023-02-01,2023-02-01,Downgraded,,1
SUB003396,CUST02485,Pro,49,2023-02-01,2023-05-07,Churned,Budget cuts,3
SUB003397,CUST02486,Free,0,2022-01-02,2022-03-08,Churned,Switched to competitor,2
SUB003398,CUST02487,Pro,49,2022-05-16,2023-03-09,Churned,Budget cuts,9
SUB003399,CUST02488,Pro,49,2024-07-30,2024-09-28,Upgraded,,2
SUB003400,CUST02488,Business,149,2024-09-28,,Active,,3
SUB003401,CUST02489,Business,149,2023-06-13,,Active,,18
SUB003402,CUST02490,Business,149,2023-10-31,2023-10-31,Downgraded,,1
SUB003403,CUST02490,Pro,49,2023-10-31,2024-06-29,Churned,Technical issues,8
SUB003404,CUST02491,Pro,49,2023-07-26,2023-08-13,Churned,Technical issues,1
SUB003405,CUST02492,Business,149,2023-11-04,2024-07-10,Churned,Switched to competitor,8
SUB003406,CUST02493,Business,149,2023-09-08,,Active,,16
SUB003407,CUST02494,Business,149,2023-03-25,,Active,,21
SUB003408,CUST02495,Free,0,2024-11-01,,Active,,2
SUB003409,CUST02496,Business,149,2022-06-16,,Active,,30
SUB003410,CUST02497,Free,0,2023-10-05,2025-01-18,Churned,Switched to competitor,15
SUB003411,CUST02498,Business,149,2024-04-28,,Active,,8
SUB003412,CUST02499,Business,149,2023-04-28,2023-05-19,Churned,Missing features,1
SUB003413,CUST02500,Pro,49,2024-05-30,2025-01-18,Churned,Technical issues,7
SUB003414,CUST02501,Business,149,2022-11-23,2024-05-10,Churned,Too expensive,17
SUB003415,CUST02502,Pro,49,2022-06-18,2022-08-24,Churned,Missing features,2
SUB003416,CUST02503,Free,0,2022-11-08,2024-09-15,Churned,No longer needed,22
SUB003417,CUST02504,Business,149,2024-01-22,,Active,,11
SUB003418,CUST02505,Free,0,2022-12-05,2023-08-27,Churned,Upgraded to paid,8
SUB003419,CUST02506,Business,149,2022-03-22,2023-07-21,Churned,Budget cuts,16
SUB003420,CUST02507,Business,149,2022-08-09,2023-01-11,Churned,Switched to competitor,5
SUB003421,CUST02508,Business,149,2023-08-06,2024-12-15,Churned,Budget cuts,16
SUB003422,CUST02509,Free,0,2022-07-16,,Active,,29
SUB003423,CUST02510,Pro,49,2022-11-30,2022-12-30,Upgraded,,1
SUB003424,CUST02510,Business,149,2022-12-30,,Active,,24
SUB003425,CUST02511,Business,149,2024-04-01,2024-07-30,Downgraded,,4
SUB003426,CUST02511,Pro,49,2024-07-30,,Active,,5
SUB003427,CUST02512,Free,0,2023-05-08,2023-06-07,Upgraded,,1
SUB003428,CUST02512,Pro,49,2023-06-07,,Active,,19
SUB003429,CUST02513,Free,0,2022-08-30,2023-01-10,Churned,Upgraded to paid,4
SUB003430,CUST02514,Free,0,2023-10-18,2024-11-28,Churned,Upgraded to paid,13
SUB003431,CUST02515,Pro,49,2023-09-12,2024-01-19,Churned,Too expensive,4
SUB003432,CUST02516,Free,0,2022-11-17,2024-11-06,Upgraded,,24
SUB003433,CUST02516,Pro,49,2024-11-06,,Active,,1
SUB003434,CUST02517,Business,149,2023-01-18,,Active,,23
SUB003435,CUST02518,Business,149,2024-07-09,,Active,,5
SUB003436,CUST02519,Free,0,2023-10-07,2023-11-18,Churned,Upgraded to paid,1
SUB003437,CUST02520,Business,149,2023-05-29,,Active,,19
SUB003438,CUST02521,Business,149,2022-10-15,,Active,,26
SUB003439,CUST02522,Pro,49,2023-01-05,2023-02-21,Churned,Too expensive,1
SUB003440,CUST02523,Pro,49,2024-02-03,2024-05-04,Churned,Technical issues,3
SUB003441,CUST02524,Business,149,2023-03-09,2024-04-02,Downgraded,,13
SUB003442,CUST02524,Pro,49,2024-04-02,,Active,,9
SUB003443,CUST02525,Business,149,2023-07-15,2024-01-11,Downgraded,,6
SUB003444,CUST02525,Free,0,2024-01-11,2024-04-13,Churned,Upgraded to paid,3
SUB003445,CUST02526,Free,0,2024-06-09,,Active,,6
SUB003446,CUST02527,Free,0,2023-08-18,2024-12-23,Churned,Upgraded to paid,16
SUB003447,CUST02528,Business,149,2022-05-09,,Active,,32
SUB003448,CUST02529,Pro,49,2023-04-02,,Active,,21
SUB003449,CUST02530,Free,0,2023-06-05,2023-11-02,Upgraded,,5
SUB003450,CUST02530,Pro,49,2023-11-02,,Active,,14
SUB003451,CUST02531,Business,149,2023-05-05,2023-11-04,Churned,Budget cuts,6
SUB003452,CUST02532,Business,149,2024-05-03,,Active,,8
SUB003453,CUST02533,Pro,49,2022-04-15,2022-12-11,Upgraded,,8
SUB003454,CUST02533,Business,149,2022-12-11,2023-05-10,Downgraded,,5
SUB003455,CUST02533,Pro,49,2023-05-10,2023-08-08,Downgraded,,3
SUB003456,CUST02533,Free,0,2023-08-08,2024-05-05,Churned,No longer needed,9
SUB003457,CUST02534,Pro,49,2022-08-26,2024-09-14,Downgraded,,25
SUB003458,CUST02534,Free,0,2024-09-14,,Active,,3
SUB003459,CUST02535,Free,0,2023-02-15,2023-07-15,Upgraded,,5
SUB003460,CUST02535,Business,149,2023-07-15,2024-01-30,Churned,Too expensive,6
SUB003461,CUST02536,Business,149,2022-02-12,2023-10-08,Churned,Too expensive,20
SUB003462,CUST02537,Pro,49,2023-06-11,2024-08-19,Churned,Switched to competitor,14
SUB003463,CUST02538,Pro,49,2023-09-26,,Active,,15
SUB003464,CUST02539,Free,0,2022-09-06,2022-12-05,Upgraded,,3
SUB003465,CUST02539,Business,149,2022-12-05,2023-02-08,Churned,Missing features,2
SUB003466,CUST02540,Pro,49,2022-08-21,2023-03-31,Churned,Budget cuts,7
SUB003467,CUST02541,Pro,49,2022-09-08,2022-09-16,Churned,Budget cuts,1
SUB003468,CUST02542,Business,149,2023-12-25,,Active,,12
SUB003469,CUST02543,Free,0,2022-06-26,2023-01-27,Churned,Switched to competitor,7
SUB003470,CUST02544,Pro,49,2023-02-02,2023-08-03,Churned,Switched to competitor,6
SUB003471,CUST02545,Business,149,2024-06-04,,Active,,7
SUB003472,CUST02546,Pro,49,2023-01-25,2024-07-23,Churned,Missing features,18
SUB003473,CUST02547,Business,149,2023-04-10,2023-09-02,Churned,Company shutdown,4
SUB003474,CUST02548,Free,0,2023-10-22,2023-11-29,Churned,No longer needed,1
SUB003475,CUST02549,Pro,49,2022-01-08,2024-11-30,Churned,Technical issues,35
SUB003476,CUST02550,Free,0,2023-11-25,2024-11-05,Churned,No longer needed,11
SUB003477,CUST02551,Pro,49,2022-08-27,2024-02-28,Churned,Missing features,18
SUB003478,CUST02552,Pro,49,2023-11-29,2024-09-09,Churned,Budget cuts,9
SUB003479,CUST02553,Business,149,2024-05-21,,Active,,7
SUB003480,CUST02554,Business,149,2023-06-13,,Active,,18
SUB003481,CUST02555,Free,0,2024-01-16,2024-05-15,Upgraded,,4
SUB003482,CUST02555,Pro,49,2024-05-15,,Active,,7
SUB003483,CUST02556,Business,149,2023-08-07,2023-12-21,Churned,Company shutdown,4
SUB003484,CUST02557,Free,0,2022-07-25,2022-10-10,Churned,Upgraded to paid,2
SUB003485,CUST02558,Business,149,2022-09-11,,Active,,28
SUB003486,CUST02559,Business,149,2023-07-21,2024-05-16,Downgraded,,10
SUB003487,CUST02559,Free,0,2024-05-16,,Active,,7
SUB003488,CUST02560,Free,0,2023-09-01,2023-12-13,Churned,Switched to competitor,3
SUB003489,CUST02561,Pro,49,2023-10-01,2024-08-26,Downgraded,,11
SUB003490,CUST02561,Free,0,2024-08-26,2024-11-15,Churned,No longer needed,2
SUB003491,CUST02562,Business,149,2022-04-17,,Active,,32
SUB003492,CUST02563,Pro,49,2024-09-03,,Active,,3
SUB003493,CUST02564,Pro,49,2023-05-23,,Active,,19
SUB003494,CUST02565,Free,0,2022-08-01,2023-02-03,Churned,No longer needed,6
SUB003495,CUST02566,Business,149,2022-12-13,2023-03-31,Churned,Switched to competitor,3
SUB003496,CUST02567,Business,149,2023-07-14,2024-12-05,Downgraded,,17
SUB003497,CUST02567,Pro,49,2024-12-05,,Active,,1
SUB003498,CUST02568,Pro,49,2023-05-03,2023-08-31,Downgraded,,4
SUB003499,CUST02568,Free,0,2023-08-31,2023-11-24,Churned,Switched to competitor,2
SUB003500,CUST02569,Pro,49,2023-08-23,2023-09-26,Churned,Missing features,1
SUB003501,CUST02570,Pro,49,2023-07-06,2023-09-14,Churned,Technical issues,2
SUB003502,CUST02571,Pro,49,2024-10-16,,Active,,2
SUB003503,CUST02572,Pro,49,2022-09-20,2022-10-06,Churned,Technical issues,1
SUB003504,CUST02573,Free,0,2022-03-24,2022-05-23,Upgraded,,2
SUB003505,CUST02573,Pro,49,2022-05-23,2023-12-14,Upgraded,,19
SUB003506,CUST02573,Business,149,2023-12-14,2024-11-25,Churned,Company shutdown,11
SUB003507,CUST02574,Business,149,2024-03-19,,Active,,9
SUB003508,CUST02575,Pro,49,2023-03-07,2024-01-31,Upgraded,,11
SUB003509,CUST02575,Business,149,2024-01-31,,Active,,11
SUB003510,CUST02576,Free,0,2022-10-23,2024-04-08,Churned,Switched to competitor,17
SUB003511,CUST02577,Free,0,2024-04-21,,Active,,8
SUB003512,CUST02578,Business,149,2022-10-26,,Active,,26
SUB003513,CUST02579,Free,0,2024-09-30,,Active,,3
SUB003514,CUST02580,Pro,49,2024-08-07,2024-09-06,Upgraded,,1
SUB003515,CUST02580,Business,149,2024-09-06,,Active,,3
SUB003516,CUST02581,Pro,49,2023-02-22,2023-02-22,Upgraded,,1
SUB003517,CUST02581,Business,149,2023-02-22,,Active,,22
SUB003518,CUST02582,Pro,49,2024-08-27,2024-08-27,Upgraded,,1
SUB003519,CUST02582,Business,149,2024-08-27,,Active,,4
SUB003520,CUST02583,Free,0,2023-04-05,2023-06-28,Churned,Upgraded to paid,2
SUB003521,CUST02584,Business,149,2023-07-07,2023-07-15,Churned,Budget cuts,1
SUB003522,CUST02585,Business,149,2024-09-22,,Active,,3
SUB003523,CUST02586,Pro,49,2023-07-03,,Active,,18
SUB003524,CUST02587,Pro,49,2023-09-28,,Active,,15
SUB003525,CUST02588,Business,149,2023-08-03,,Active,,17
SUB003526,CUST02589,Pro,49,2023-01-10,2023-03-14,Churned,Technical issues,2
SUB003527,CUST02590,Free,0,2024-05-09,2024-05-26,Churned,Upgraded to paid,1
SUB003528,CUST02591,Pro,49,2023-09-20,,Active,,15
SUB003529,CUST02592,Business,149,2023-02-13,2023-09-28,Churned,Switched to competitor,7
SUB003530,CUST02593,Free,0,2024-01-01,2024-04-12,Churned,Upgraded to paid,3
SUB003531,CUST02594,Pro,49,2022-04-04,2022-11-11,Churned,Budget cuts,7
SUB003532,CUST02595,Free,0,2024-10-06,,Active,,2
SUB003533,CUST02596,Pro,49,2023-04-19,2023-12-15,Downgraded,,8
SUB003534,CUST02596,Free,0,2023-12-15,2024-05-10,Churned,Switched to competitor,4
SUB003535,CUST02597,Free,0,2022-05-29,2022-06-06,Churned,Switched to competitor,1
SUB003536,CUST02598,Free,0,2023-03-16,2023-06-10,Churned,Switched to competitor,2
SUB003537,CUST02599,Business,149,2022-09-04,2024-06-12,Churned,Switched to competitor,21
SUB003538,CUST02600,Free,0,2023-11-29,2024-02-02,Churned,No longer needed,2
SUB003539,CUST02601,Pro,49,2023-05-09,2023-05-09,Upgraded,,1
SUB003540,CUST02601,Business,149,2023-05-09,2024-04-29,Churned,Budget cuts,11
SUB003541,CUST02602,Business,149,2022-01-14,2023-02-08,Downgraded,,13
SUB003542,CUST02602,Pro,49,2023-02-08,2024-08-03,Churned,Too expensive,18
SUB003543,CUST02603,Business,149,2022-07-24,2023-10-17,Downgraded,,15
SUB003544,CUST02603,Pro,49,2023-10-17,2024-10-11,Downgraded,,12
SUB003545,CUST02603,Free,0,2024-10-11,,Active,,2
SUB003546,CUST02604,Business,149,2024-05-24,,Active,,7
SUB003547,CUST02605,Pro,49,2022-07-19,2022-07-19,Downgraded,,1
SUB003548,CUST02605,Free,0,2022-07-19,2022-10-08,Churned,No longer needed,2
SUB003549,CUST02606,Free,0,2022-11-18,2023-02-16,Upgraded,,3
SUB003550,CUST02606,Pro,49,2023-02-16,2023-12-27,Churned,Budget cuts,10
SUB003551,CUST02607,Free,0,2022-09-29,2022-10-29,Upgraded,,1
SUB003552,CUST02607,Pro,49,2022-10-29,2023-02-17,Churned,Budget cuts,3
SUB003553,CUST02608,Business,149,2022-03-06,,Active,,34
SUB003554,CUST02609,Business,149,2024-06-03,,Active,,7
SUB003555,CUST02610,Free,0,2022-01-16,2024-02-12,Churned,No longer needed,25
SUB003556,CUST02611,Free,0,2022-06-23,2022-07-14,Churned,Switched to competitor,1
SUB003557,CUST02612,Pro,49,2023-04-15,2023-08-13,Downgraded,,4
SUB003558,CUST02612,Free,0,2023-08-13,2024-04-24,Churned,Switched to competitor,8
SUB003559,CUST02613,Business,149,2023-11-07,,Active,,14
SUB003560,CUST02614,Pro,49,2023-03-18,2023-09-14,Downgraded,,6
SUB003561,CUST02614,Free,0,2023-09-14,2024-07-10,Upgraded,,10
SUB003562,CUST02614,Pro,49,2024-07-10,,Active,,5
SUB003563,CUST02615,Pro,49,2023-10-09,,Active,,14
SUB003564,CUST02616,Business,149,2024-04-11,,Active,,8
SUB003565,CUST02617,Pro,49,2022-09-17,2023-04-18,Churned,Too expensive,7
SUB003566,CUST02618,Pro,49,2024-09-08,,Active,,3
SUB003567,CUST02619,Free,0,2023-01-04,2023-07-18,Churned,No longer needed,6
SUB003568,CUST02620,Free,0,2022-06-01,2022-07-05,Churned,Switched to competitor,1
SUB003569,CUST02621,Business,149,2023-06-16,2024-10-30,Churned,Budget cuts,16
SUB003570,CUST02622,Business,149,2024-10-01,,Active,,3
SUB003571,CUST02623,Free,0,2022-07-03,2023-05-29,Upgraded,,11
SUB003572,CUST02623,Pro,49,2023-05-29,2024-06-01,Churned,Technical issues,12
SUB003573,CUST02624,Free,0,2022-06-14,2022-09-24,Churned,No longer needed,3
SUB003574,CUST02625,Free,0,2022-03-03,2024-03-22,Upgraded,,25
SUB003575,CUST02625,Pro,49,2024-03-22,2024-11-17,Downgraded,,8
SUB003576,CUST02625,Free,0,2024-11-17,2024-12-27,Churned,Upgraded to paid,1
SUB003577,CUST02626,Free,0,2022-02-19,2024-02-09,Upgraded,,24
SUB003578,CUST02626,Pro,49,2024-02-09,2024-11-24,Churned,Too expensive,9
SUB003579,CUST02627,Business,149,2022-06-16,2024-01-07,Downgraded,,19
SUB003580,CUST02627,Pro,49,2024-01-07,,Active,,11
SUB003581,CUST02628,Business,149,2024-01-31,2024-03-01,Downgraded,,1
SUB003582,CUST02628,Pro,49,2024-03-01,2024-11-15,Churned,Switched to competitor,8
SUB003583,CUST02629,Pro,49,2022-11-03,2023-02-23,Churned,Switched to competitor,3
SUB003584,CUST02630,Free,0,2023-08-17,2023-09-16,Upgraded,,1
SUB003585,CUST02630,Pro,49,2023-09-16,2024-06-22,Churned,Technical issues,9
SUB003586,CUST02631,Pro,49,2024-09-03,,Active,,3
SUB003587,CUST02632,Free,0,2023-08-15,2024-07-18,Churned,No longer needed,11
SUB003588,CUST02633,Free,0,2024-08-15,,Active,,4
SUB003589,CUST02634,Free,0,2024-02-13,2024-07-12,Upgraded,,5
SUB003590,CUST02634,Pro,49,2024-07-12,,Active,,5
SUB003591,CUST02635,Free,0,2022-11-04,2023-04-13,Churned,Switched to competitor,5
SUB003592,CUST02636,Free,0,2023-04-12,2023-05-14,Churned,Switched to competitor,1
SUB003593,CUST02637,Free,0,2024-02-08,2024-03-16,Churned,Upgraded to paid,1
SUB003594,CUST02638,Business,149,2024-04-12,,Active,,8
SUB003595,CUST02639,Pro,49,2023-12-29,,Active,,12
SUB003596,CUST02640,Business,149,2023-01-14,2023-07-13,Downgraded,,6
SUB003597,CUST02640,Pro,49,2023-07-13,2024-01-09,Upgraded,,6
SUB003598,CUST02640,Business,149,2024-01-09,,Active,,11
SUB003599,CUST02641,Pro,49,2023-06-02,2024-03-05,Churned,Switched to competitor,9
SUB003600,CUST02642,Business,149,2022-01-11,,Active,,36
SUB003601,CUST02643,Business,149,2024-08-28,,Active,,4
SUB003602,CUST02644,Pro,49,2022-05-12,2024-05-22,Churned,Budget cuts,24
SUB003603,CUST02645,Free,0,2024-03-30,,Active,,9
SUB003604,CUST02646,Free,0,2023-09-22,2023-10-22,Upgraded,,1
SUB003605,CUST02646,Pro,49,2023-10-22,2024-04-29,Churned,Missing features,6
SUB003606,CUST02647,Pro,49,2022-09-25,2024-04-17,Downgraded,,19
SUB003607,CUST02647,Free,0,2024-04-17,,Active,,8
SUB003608,CUST02648,Pro,49,2023-09-27,2024-08-08,Churned,Too expensive,10
SUB003609,CUST02649,Free,0,2023-08-21,2023-08-21,Upgraded,,1
SUB003610,CUST02649,Pro,49,2023-08-21,2024-10-26,Churned,Switched to competitor,14
SUB003611,CUST02650,Pro,49,2022-03-28,2023-05-30,Churned,Technical issues,14
SUB003612,CUST02651,Business,149,2023-01-18,2024-10-09,Downgraded,,21
SUB003613,CUST02651,Free,0,2024-10-09,,Active,,2
SUB003614,CUST02652,Business,149,2024-02-12,2024-07-14,Churned,Budget cuts,5
SUB003615,CUST02653,Free,0,2024-10-31,,Active,,2
SUB003616,CUST02654,Free,0,2023-05-10,,Active,,20
SUB003617,CUST02655,Pro,49,2022-10-02,2023-01-30,Upgraded,,4
SUB003618,CUST02655,Business,149,2023-01-30,,Active,,23
SUB003619,CUST02656,Free,0,2022-04-28,2022-10-05,Churned,Switched to competitor,5
SUB003620,CUST02657,Pro,49,2023-12-29,,Active,,12
SUB003621,CUST02658,Free,0,2024-03-19,,Active,,9
SUB003622,CUST02659,Pro,49,2024-07-20,,Active,,5
SUB003623,CUST02660,Pro,49,2023-02-11,2023-12-17,Churned,Missing features,10
SUB003624,CUST02661,Free,0,2022-10-03,2022-11-24,Churned,No longer needed,1
SUB003625,CUST02662,Pro,49,2022-06-07,2023-01-16,Churned,Switched to competitor,7
SUB003626,CUST02663,Business,149,2024-03-08,2024-05-07,Downgraded,,2
SUB003627,CUST02663,Pro,49,2024-05-07,,Active,,7
SUB003628,CUST02664,Business,149,2022-01-18,2023-03-25,Churned,Missing features,14
