transaction_id,subscription_id,customer_id,transaction_date,amount,plan,payment_status,payment_method
TXN0020520,SUB003294,CUST02411,2022-10-26,49,Pro,Paid,Credit Card
TXN0020521,SUB003295,CUST02412,2023-04-07,49,Pro,Paid,Bank Transfer
TXN0020522,SUB003295,CUST02412,2023-05-07,49,Pro,Paid,PayPal
TXN0020523,SUB003295,CUST02412,2023-06-06,49,Pro,Paid,Stripe
TXN0020524,SUB003295,CUST02412,2023-07-06,49,Pro,Paid,Stripe
TXN0020525,SUB003295,CUST02412,2023-08-05,49,Pro,Paid,PayPal
TXN0020526,SUB003295,CUST02412,2023-09-04,49,Pro,Paid,PayPal
TXN0020527,SUB003296,CUST02412,2023-09-04,149,Business,Paid,Stripe
TXN0020528,SUB003296,CUST02412,2023-10-04,149,Business,Paid,Bank Transfer
TXN0020529,SUB003296,CUST02412,2023-11-03,149,Business,Paid,Bank Transfer
TXN0020530,SUB003296,CUST02412,2023-12-03,149,Business,Paid,Stripe
TXN0020531,SUB003296,CUST02412,2024-01-02,149,Business,Paid,Bank Transfer
TXN0020532,SUB003296,CUST02412,2024-02-01,149,Business,Paid,Credit Card
TXN0020533,SUB003296,CUST02412,2024-03-02,149,Business,Paid,Stripe
TXN0020534,SUB003296,CUST02412,2024-04-01,149,Business,Paid,Credit Card
TXN0020535,SUB003296,CUST02412,2024-05-01,149,Business,Paid,Stripe
TXN0020536,SUB003296,CUST02412,2024-05-31,149,Business,Paid,Stripe
TXN0020537,SUB003297,CUST02412,2024-05-31,0,Pro,Failed,PayPal
TXN0020538,SUB003297,CUST02412,2024-06-30,49,Pro,Paid,Bank Transfer
TXN0020539,SUB003297,CUST02412,2024-07-30,49,Pro,Paid,Credit Card
TXN0020540,SUB003297,CUST02412,2024-08-29,49,Pro,Paid,Credit Card
TXN0020541,SUB003297,CUST02412,2024-09-28,49,Pro,Paid,Bank Transfer
TXN0020542,SUB003297,CUST02412,2024-10-28,49,Pro,Paid,Stripe
TXN0020543,SUB003297,CUST02412,2024-11-27,49,Pro,Paid,PayPal
TXN0020544,SUB003297,CUST02412,2024-12-27,49,Pro,Paid,Bank Transfer
TXN0020545,SUB003298,CUST02413,2024-03-19,149,Business,Paid,PayPal
TXN0020546,SUB003298,CUST02413,2024-04-18,149,Business,Paid,Bank Transfer
TXN0020547,SUB003298,CUST02413,2024-05-18,149,Business,Paid,PayPal
TXN0020548,SUB003298,CUST02413,2024-06-17,149,Business,Paid,PayPal
TXN0020549,SUB003298,CUST02413,2024-07-17,149,Business,Paid,Bank Transfer
TXN0020550,SUB003298,CUST02413,2024-08-16,149,Business,Paid,Stripe
TXN0020551,SUB003298,CUST02413,2024-09-15,149,Business,Paid,PayPal
TXN0020552,SUB003298,CUST02413,2024-10-15,149,Business,Paid,Stripe
TXN0020553,SUB003298,CUST02413,2024-11-14,149,Business,Paid,Bank Transfer
TXN0020554,SUB003298,CUST02413,2024-12-14,149,Business,Paid,Stripe
TXN0020555,SUB003299,CUST02414,2023-04-06,49,Pro,Paid,Stripe
TXN0020556,SUB003299,CUST02414,2023-05-06,49,Pro,Paid,Stripe
TXN0020557,SUB003299,CUST02414,2023-06-05,49,Pro,Paid,Stripe
TXN0020558,SUB003299,CUST02414,2023-07-05,49,Pro,Paid,Bank Transfer
TXN0020559,SUB003299,CUST02414,2023-08-04,49,Pro,Paid,Bank Transfer
TXN0020560,SUB003299,CUST02414,2023-09-03,0,Pro,Failed,Stripe
TXN0020561,SUB003299,CUST02414,2023-10-03,49,Pro,Paid,Bank Transfer
TXN0020562,SUB003299,CUST02414,2023-11-02,49,Pro,Paid,PayPal
TXN0020563,SUB003299,CUST02414,2023-12-02,49,Pro,Paid,PayPal
TXN0020564,SUB003299,CUST02414,2024-01-01,49,Pro,Paid,Credit Card
TXN0020565,SUB003299,CUST02414,2024-01-31,49,Pro,Paid,Bank Transfer
TXN0020566,SUB003299,CUST02414,2024-03-01,49,Pro,Paid,Bank Transfer
TXN0020567,SUB003299,CUST02414,2024-03-31,49,Pro,Paid,PayPal
TXN0020568,SUB003299,CUST02414,2024-04-30,49,Pro,Paid,PayPal
TXN0020569,SUB003300,CUST02415,2022-11-19,49,Pro,Paid,Credit Card
TXN0020570,SUB003300,CUST02415,2022-12-19,49,Pro,Paid,Bank Transfer
TXN0020571,SUB003300,CUST02415,2023-01-18,49,Pro,Paid,Bank Transfer
TXN0020572,SUB003300,CUST02415,2023-02-17,49,Pro,Paid,PayPal
TXN0020573,SUB003300,CUST02415,2023-03-19,49,Pro,Paid,Stripe
TXN0020574,SUB003300,CUST02415,2023-04-18,49,Pro,Paid,Stripe
TXN0020575,SUB003301,CUST02416,2022-03-05,49,Pro,Paid,Bank Transfer
TXN0020576,SUB003301,CUST02416,2022-04-04,49,Pro,Paid,Bank Transfer
TXN0020577,SUB003301,CUST02416,2022-05-04,49,Pro,Paid,Bank Transfer
TXN0020578,SUB003301,CUST02416,2022-06-03,49,Pro,Paid,PayPal
TXN0020579,SUB003301,CUST02416,2022-07-03,49,Pro,Paid,PayPal
TXN0020580,SUB003301,CUST02416,2022-08-02,49,Pro,Paid,PayPal
TXN0020581,SUB003301,CUST02416,2022-09-01,49,Pro,Paid,Stripe
TXN0020582,SUB003301,CUST02416,2022-10-01,49,Pro,Paid,Stripe
TXN0020583,SUB003301,CUST02416,2022-10-31,49,Pro,Paid,Stripe
TXN0020584,SUB003301,CUST02416,2022-11-30,49,Pro,Paid,Bank Transfer
TXN0020585,SUB003301,CUST02416,2022-12-30,49,Pro,Paid,Bank Transfer
TXN0020586,SUB003301,CUST02416,2023-01-29,49,Pro,Paid,Stripe
TXN0020587,SUB003301,CUST02416,2023-02-28,49,Pro,Paid,PayPal
TXN0020588,SUB003301,CUST02416,2023-03-30,49,Pro,Paid,Credit Card
TXN0020589,SUB003301,CUST02416,2023-04-29,0,Pro,Refunded,Stripe
TXN0020590,SUB003301,CUST02416,2023-05-29,49,Pro,Paid,Credit Card
TXN0020591,SUB003303,CUST02417,2022-03-23,49,Pro,Paid,Bank Transfer
TXN0020592,SUB003303,CUST02417,2022-04-22,49,Pro,Paid,Bank Transfer
TXN0020593,SUB003303,CUST02417,2022-05-22,49,Pro,Paid,Bank Transfer
TXN0020594,SUB003303,CUST02417,2022-06-21,49,Pro,Paid,Bank Transfer
TXN0020595,SUB003303,CUST02417,2022-07-21,49,Pro,Paid,PayPal
TXN0020596,SUB003303,CUST02417,2022-08-20,49,Pro,Paid,Stripe
TXN0020597,SUB003303,CUST02417,2022-09-19,49,Pro,Paid,PayPal
TXN0020598,SUB003303,CUST02417,2022-10-19,49,Pro,Paid,Credit Card
TXN0020599,SUB003303,CUST02417,2022-11-18,49,Pro,Paid,Stripe
TXN0020600,SUB003303,CUST02417,2022-12-18,49,Pro,Paid,Stripe
TXN0020601,SUB003303,CUST02417,2023-01-17,49,Pro,Paid,Stripe
TXN0020602,SUB003305,CUST02417,2023-09-14,49,Pro,Paid,PayPal
TXN0020603,SUB003305,CUST02417,2023-10-14,49,Pro,Paid,Bank Transfer
TXN0020604,SUB003305,CUST02417,2023-11-13,49,Pro,Paid,Credit Card
TXN0020605,SUB003305,CUST02417,2023-12-13,49,Pro,Paid,Bank Transfer
TXN0020606,SUB003305,CUST02417,2024-01-12,49,Pro,Paid,PayPal
TXN0020607,SUB003305,CUST02417,2024-02-11,49,Pro,Paid,Credit Card
TXN0020608,SUB003305,CUST02417,2024-03-12,49,Pro,Paid,Bank Transfer
TXN0020609,SUB003305,CUST02417,2024-04-11,49,Pro,Paid,PayPal
TXN0020610,SUB003305,CUST02417,2024-05-11,49,Pro,Paid,Bank Transfer
TXN0020611,SUB003305,CUST02417,2024-06-10,0,Pro,Failed,Unknown
TXN0020612,SUB003305,CUST02417,2024-07-10,49,Pro,Paid,Bank Transfer
TXN0020613,SUB003305,CUST02417,2024-08-09,49,Pro,Paid,Credit Card
TXN0020614,SUB003305,CUST02417,2024-09-08,0,Pro,Failed,Stripe
TXN0020615,SUB003305,CUST02417,2024-10-08,49,Pro,Paid,Bank Transfer
TXN0020616,SUB003305,CUST02417,2024-11-07,49,Pro,Paid,Credit Card
TXN0020617,SUB003305,CUST02417,2024-12-07,49,Pro,Paid,Bank Transfer
TXN0020618,SUB003306,CUST02418,2023-11-01,49,Pro,Paid,Stripe
TXN0020619,SUB003306,CUST02418,2023-12-01,49,Pro,Paid,PayPal
TXN0020620,SUB003306,CUST02418,2023-12-31,49,Pro,Paid,Credit Card
TXN0020621,SUB003307,CUST02419,2022-10-09,49,Pro,Paid,PayPal
TXN0020622,SUB003307,CUST02419,2022-11-08,49,Pro,Paid,Credit Card
TXN0020623,SUB003307,CUST02419,2022-12-08,49,Pro,Paid,Credit Card
TXN0020624,SUB003307,CUST02419,2023-01-07,49,Pro,Paid,PayPal
TXN0020625,SUB003307,CUST02419,2023-02-06,49,Pro,Paid,PayPal
TXN0020626,SUB003307,CUST02419,2023-03-08,49,Pro,Paid,Credit Card
TXN0020627,SUB003307,CUST02419,2023-04-07,49,Pro,Paid,Bank Transfer
TXN0020628,SUB003307,CUST02419,2023-05-07,0,Pro,Refunded,Bank Transfer
TXN0020629,SUB003307,CUST02419,2023-06-06,49,Pro,Paid,Bank Transfer
TXN0020630,SUB003307,CUST02419,2023-07-06,49,Pro,Paid,Stripe
TXN0020631,SUB003307,CUST02419,2023-08-05,49,Pro,Paid,Credit Card
TXN0020632,SUB003307,CUST02419,2023-09-04,49,Pro,Paid,Bank Transfer
TXN0020633,SUB003307,CUST02419,2023-10-04,49,Pro,Paid,Bank Transfer
TXN0020634,SUB003307,CUST02419,2023-11-03,49,Pro,Paid,PayPal
TXN0020635,SUB003307,CUST02419,2023-12-03,49,Pro,Paid,Stripe
TXN0020636,SUB003307,CUST02419,2024-01-02,49,Pro,Paid,Stripe
TXN0020637,SUB003307,CUST02419,2024-02-01,49,Pro,Paid,Credit Card
TXN0020638,SUB003307,CUST02419,2024-03-02,49,Pro,Paid,Stripe
TXN0020639,SUB003307,CUST02419,2024-04-01,49,Pro,Paid,Credit Card
TXN0020640,SUB003307,CUST02419,2024-05-01,49,Pro,Paid,PayPal
TXN0020641,SUB003307,CUST02419,2024-05-31,49,Pro,Paid,PayPal
TXN0020642,SUB003307,CUST02419,2024-06-30,0,Pro,Failed,PayPal
TXN0020643,SUB003307,CUST02419,2024-07-30,49,Pro,Paid,Stripe
TXN0020644,SUB003307,CUST02419,2024-08-29,49,Pro,Paid,Bank Transfer
TXN0020645,SUB003307,CUST02419,2024-09-28,49,Pro,Paid,Stripe
TXN0020646,SUB003307,CUST02419,2024-10-28,49,Pro,Paid,Credit Card
TXN0020647,SUB003307,CUST02419,2024-11-27,49,Pro,Paid,PayPal
TXN0020648,SUB003307,CUST02419,2024-12-27,49,Pro,Paid,Bank Transfer
TXN0020649,SUB003309,CUST02420,2022-06-08,49,Pro,Paid,Credit Card
TXN0020650,SUB003309,CUST02420,2022-07-08,49,Pro,Paid,Credit Card
TXN0020651,SUB003310,CUST02421,2023-04-12,49,Pro,Paid,Bank Transfer
TXN0020652,SUB003310,CUST02421,2023-05-12,49,Pro,Paid,Credit Card
TXN0020653,SUB003310,CUST02421,2023-06-11,49,Pro,Paid,Bank Transfer
TXN0020654,SUB003310,CUST02421,2023-07-11,49,Pro,Paid,Stripe
TXN0020655,SUB003310,CUST02421,2023-08-10,49,Pro,Paid,Bank Transfer
TXN0020656,SUB003312,CUST02423,2024-05-18,49,Pro,Paid,Credit Card
TXN0020657,SUB003312,CUST02423,2024-06-17,49,Pro,Paid,Bank Transfer
TXN0020658,SUB003314,CUST02424,2023-08-28,49,Pro,Paid,Bank Transfer
TXN0020659,SUB003314,CUST02424,2023-09-27,49,Pro,Paid,Credit Card
TXN0020660,SUB003314,CUST02424,2023-10-27,49,Pro,Paid,Stripe
TXN0020661,SUB003314,CUST02424,2023-11-26,49,Pro,Paid,Stripe
TXN0020662,SUB003314,CUST02424,2023-12-26,49,Pro,Paid,Credit Card
TXN0020663,SUB003314,CUST02424,2024-01-25,49,Pro,Paid,Credit Card
TXN0020664,SUB003314,CUST02424,2024-02-24,49,Pro,Paid,Bank Transfer
TXN0020665,SUB003314,CUST02424,2024-03-25,49,Pro,Paid,Credit Card
TXN0020666,SUB003314,CUST02424,2024-04-24,49,Pro,Paid,PayPal
TXN0020667,SUB003314,CUST02424,2024-05-24,49,Pro,Paid,Unknown
TXN0020668,SUB003314,CUST02424,2024-06-23,0,Pro,Failed,Stripe
TXN0020669,SUB003314,CUST02424,2024-07-23,49,Pro,Paid,Stripe
TXN0020670,SUB003316,CUST02426,2023-08-20,49,Pro,Paid,Stripe
TXN0020671,SUB003316,CUST02426,2023-09-19,49,Pro,Paid,PayPal
TXN0020672,SUB003316,CUST02426,2023-10-19,49,Pro,Paid,Stripe
TXN0020673,SUB003317,CUST02427,2024-10-14,49,Pro,Paid,PayPal
TXN0020674,SUB003317,CUST02427,2024-11-13,49,Pro,Paid,Bank Transfer
TXN0020675,SUB003317,CUST02427,2024-12-13,49,Pro,Paid,Bank Transfer
TXN0020676,SUB003319,CUST02428,2024-05-29,49,Pro,Paid,Bank Transfer
TXN0020677,SUB003319,CUST02428,2024-06-28,49,Pro,Paid,Bank Transfer
TXN0020678,SUB003319,CUST02428,2024-07-28,49,Pro,Paid,Credit Card
TXN0020679,SUB003319,CUST02428,2024-08-27,49,Pro,Paid,PayPal
TXN0020680,SUB003319,CUST02428,2024-09-26,49,Pro,Paid,Stripe
TXN0020681,SUB003319,CUST02428,2024-10-26,49,Pro,Paid,Bank Transfer
TXN0020682,SUB003319,CUST02428,2024-11-25,49,Pro,Paid,PayPal
TXN0020683,SUB003319,CUST02428,2024-12-25,49,Pro,Paid,Stripe
TXN0020684,SUB003320,CUST02429,2024-03-16,149,Business,Paid,Bank Transfer
TXN0020685,SUB003320,CUST02429,2024-04-15,149,Business,Paid,Credit Card
TXN0020686,SUB003320,CUST02429,2024-05-15,149,Business,Paid,Credit Card
TXN0020687,SUB003320,CUST02429,2024-06-14,149,Business,Paid,PayPal
TXN0020688,SUB003320,CUST02429,2024-07-14,149,Business,Paid,Bank Transfer
TXN0020689,SUB003320,CUST02429,2024-08-13,149,Business,Paid,Stripe
TXN0020690,SUB003320,CUST02429,2024-09-12,149,Business,Paid,PayPal
TXN0020691,SUB003320,CUST02429,2024-10-12,149,Business,Paid,Credit Card
TXN0020692,SUB003320,CUST02429,2024-11-11,149,Business,Paid,PayPal
TXN0020693,SUB003320,CUST02429,2024-12-11,0,Business,Failed,Credit Card
TXN0020694,SUB003322,CUST02430,2024-03-18,49,Pro,Paid,Stripe
TXN0020695,SUB003322,CUST02430,2024-04-17,49,Pro,Paid,Stripe
TXN0020696,SUB003322,CUST02430,2024-05-17,49,Pro,Paid,Stripe
TXN0020697,SUB003322,CUST02430,2024-06-16,49,Pro,Paid,Credit Card
TXN0020698,SUB003322,CUST02430,2024-07-16,49,Pro,Paid,Credit Card
TXN0020699,SUB003322,CUST02430,2024-08-15,49,Pro,Paid,Bank Transfer
TXN0020700,SUB003322,CUST02430,2024-09-14,49,Pro,Paid,PayPal
TXN0020701,SUB003322,CUST02430,2024-10-14,49,Pro,Paid,Bank Transfer
TXN0020702,SUB003322,CUST02430,2024-11-13,49,Pro,Paid,Stripe
TXN0020703,SUB003322,CUST02430,2024-12-13,49,Pro,Paid,Credit Card
TXN0020704,SUB003324,CUST02432,2023-01-06,149,Business,Paid,Bank Transfer
TXN0020705,SUB003324,CUST02432,2023-02-05,149,Business,Paid,PayPal
TXN0020706,SUB003324,CUST02432,2023-03-07,149,Business,Paid,Stripe
TXN0020707,SUB003324,CUST02432,2023-04-06,149,Business,Paid,Credit Card
TXN0020708,SUB003324,CUST02432,2023-05-06,149,Business,Paid,PayPal
TXN0020709,SUB003324,CUST02432,2023-06-05,149,Business,Paid,Credit Card
TXN0020710,SUB003324,CUST02432,2023-07-05,149,Business,Paid,Bank Transfer
TXN0020711,SUB003324,CUST02432,2023-08-04,149,Business,Paid,PayPal
TXN0020712,SUB003324,CUST02432,2023-09-03,149,Business,Paid,Stripe
TXN0020713,SUB003324,CUST02432,2023-10-03,149,Business,Paid,Credit Card
TXN0020714,SUB003324,CUST02432,2023-11-02,149,Business,Paid,Bank Transfer
TXN0020715,SUB003324,CUST02432,2023-12-02,149,Business,Paid,Credit Card
TXN0020716,SUB003324,CUST02432,2024-01-01,149,Business,Paid,PayPal
TXN0020717,SUB003324,CUST02432,2024-01-31,149,Business,Paid,Stripe
TXN0020718,SUB003324,CUST02432,2024-03-01,149,Business,Paid,Bank Transfer
TXN0020719,SUB003324,CUST02432,2024-03-31,149,Business,Paid,PayPal
TXN0020720,SUB003324,CUST02432,2024-04-30,149,Business,Paid,Credit Card
TXN0020721,SUB003324,CUST02432,2024-05-30,149,Business,Paid,Stripe
TXN0020722,SUB003324,CUST02432,2024-06-29,149,Business,Paid,Stripe
TXN0020723,SUB003324,CUST02432,2024-07-29,149,Business,Paid,Bank Transfer
TXN0020724,SUB003324,CUST02432,2024-08-28,149,Business,Paid,PayPal
TXN0020725,SUB003324,CUST02432,2024-09-27,149,Business,Paid,Credit Card
TXN0020726,SUB003325,CUST02432,2024-09-27,0,Pro,Failed,Credit Card
TXN0020727,SUB003325,CUST02432,2024-10-27,49,Pro,Paid,Stripe
TXN0020728,SUB003325,CUST02432,2024-11-26,49,Pro,Paid,Credit Card
TXN0020729,SUB003325,CUST02432,2024-12-26,49,Pro,Paid,Bank Transfer
TXN0020730,SUB003326,CUST02433,2022-08-09,49,Pro,Paid,PayPal
TXN0020731,SUB003326,CUST02433,2022-09-08,49,Pro,Paid,Stripe
TXN0020732,SUB003326,CUST02433,2022-10-08,49,Pro,Paid,Credit Card
TXN0020733,SUB003326,CUST02433,2022-11-07,49,Pro,Paid,PayPal
TXN0020734,SUB003326,CUST02433,2022-12-07,49,Pro,Paid,PayPal
TXN0020735,SUB003326,CUST02433,2023-01-06,49,Pro,Paid,Stripe
TXN0020736,SUB003326,CUST02433,2023-02-05,49,Pro,Paid,Stripe
TXN0020737,SUB003330,CUST02436,2023-11-28,49,Pro,Paid,PayPal
TXN0020738,SUB003330,CUST02436,2023-12-28,49,Pro,Paid,Bank Transfer
TXN0020739,SUB003330,CUST02436,2024-01-27,49,Pro,Paid,Credit Card
TXN0020740,SUB003330,CUST02436,2024-02-26,49,Pro,Paid,PayPal
TXN0020741,SUB003330,CUST02436,2024-03-27,49,Pro,Paid,PayPal
TXN0020742,SUB003330,CUST02436,2024-04-26,49,Pro,Paid,Stripe
TXN0020743,SUB003330,CUST02436,2024-05-26,49,Pro,Paid,Bank Transfer
TXN0020744,SUB003330,CUST02436,2024-06-25,49,Pro,Paid,Bank Transfer
TXN0020745,SUB003330,CUST02436,2024-07-25,49,Pro,Paid,Unknown
TXN0020746,SUB003330,CUST02436,2024-08-24,49,Pro,Paid,Stripe
TXN0020747,SUB003330,CUST02436,2024-09-23,49,Pro,Paid,Stripe
TXN0020748,SUB003332,CUST02437,2023-10-11,149,Business,Paid,PayPal
TXN0020749,SUB003333,CUST02438,2022-02-05,49,Pro,Paid,PayPal
TXN0020750,SUB003333,CUST02438,2022-03-07,49,Pro,Paid,Stripe
TXN0020751,SUB003334,CUST02438,2022-03-07,149,Business,Paid,Credit Card
TXN0020752,SUB003334,CUST02438,2022-04-06,149,Business,Paid,PayPal
TXN0020753,SUB003334,CUST02438,2022-05-06,0,Business,Failed,Stripe
TXN0020754,SUB003334,CUST02438,2022-06-05,149,Business,Paid,PayPal
TXN0020755,SUB003334,CUST02438,2022-07-05,0,Business,Failed,PayPal
TXN0020756,SUB003334,CUST02438,2022-08-04,149,Business,Paid,Bank Transfer
TXN0020757,SUB003334,CUST02438,2022-09-03,149,Business,Paid,Bank Transfer
TXN0020758,SUB003334,CUST02438,2022-10-03,149,Business,Paid,Bank Transfer
TXN0020759,SUB003334,CUST02438,2022-11-02,149,Business,Paid,Bank Transfer
TXN0020760,SUB003334,CUST02438,2022-12-02,149,Business,Paid,Bank Transfer
TXN0020761,SUB003334,CUST02438,2023-01-01,149,Business,Paid,PayPal
TXN0020762,SUB003334,CUST02438,2023-01-31,149,Business,Paid,Bank Transfer
TXN0020763,SUB003334,CUST02438,2023-03-02,0,Business,Failed,PayPal
TXN0020764,SUB003334,CUST02438,2023-04-01,149,Business,Paid,Bank Transfer
TXN0020765,SUB003334,CUST02438,2023-05-01,149,Business,Paid,Credit Card
TXN0020766,SUB003334,CUST02438,2023-05-31,0,Business,Refunded,Credit Card
TXN0020767,SUB003334,CUST02438,2023-06-30,149,Business,Paid,Unknown
TXN0020768,SUB003334,CUST02438,2023-07-30,0,Business,Refunded,Stripe
TXN0020769,SUB003335,CUST02439,2022-09-13,149,Business,Paid,PayPal
TXN0020770,SUB003336,CUST02440,2023-03-28,49,Pro,Paid,Bank Transfer
TXN0020771,SUB003336,CUST02440,2023-04-27,49,Pro,Paid,PayPal
TXN0020772,SUB003336,CUST02440,2023-05-27,49,Pro,Paid,Bank Transfer
TXN0020773,SUB003336,CUST02440,2023-06-26,49,Pro,Paid,Credit Card
TXN0020774,SUB003337,CUST02441,2024-03-02,149,Business,Paid,Credit Card
TXN0020775,SUB003337,CUST02441,2024-04-01,149,Business,Paid,Credit Card
TXN0020776,SUB003337,CUST02441,2024-05-01,149,Business,Paid,PayPal
TXN0020777,SUB003337,CUST02441,2024-05-31,149,Business,Paid,PayPal
TXN0020778,SUB003337,CUST02441,2024-06-30,0,Business,Failed,Stripe
TXN0020779,SUB003337,CUST02441,2024-07-30,149,Business,Paid,Credit Card
TXN0020780,SUB003337,CUST02441,2024-08-29,0,Business,Failed,Stripe
TXN0020781,SUB003337,CUST02441,2024-09-28,149,Business,Paid,Credit Card
TXN0020782,SUB003337,CUST02441,2024-10-28,149,Business,Paid,PayPal
TXN0020783,SUB003337,CUST02441,2024-11-27,149,Business,Paid,Credit Card
TXN0020784,SUB003337,CUST02441,2024-12-27,149,Business,Paid,Stripe
TXN0020785,SUB003339,CUST02442,2024-08-27,49,Pro,Paid,Bank Transfer
TXN0020786,SUB003339,CUST02442,2024-09-26,49,Pro,Paid,Stripe
TXN0020787,SUB003339,CUST02442,2024-10-26,49,Pro,Paid,Credit Card
TXN0020788,SUB003339,CUST02442,2024-11-25,49,Pro,Paid,Bank Transfer
TXN0020789,SUB003339,CUST02442,2024-12-25,49,Pro,Paid,Stripe
TXN0020790,SUB003340,CUST02443,2022-02-17,149,Business,Paid,PayPal
TXN0020791,SUB003340,CUST02443,2022-03-19,149,Business,Paid,Credit Card
TXN0020792,SUB003340,CUST02443,2022-04-18,149,Business,Paid,Bank Transfer
TXN0020793,SUB003340,CUST02443,2022-05-18,149,Business,Paid,PayPal
TXN0020794,SUB003341,CUST02443,2022-05-18,49,Pro,Paid,PayPal
TXN0020795,SUB003341,CUST02443,2022-06-17,49,Pro,Paid,Credit Card
TXN0020796,SUB003341,CUST02443,2022-07-17,49,Pro,Paid,Credit Card
TXN0020797,SUB003343,CUST02444,2023-12-03,49,Pro,Paid,Bank Transfer
TXN0020798,SUB003343,CUST02444,2024-01-02,49,Pro,Paid,PayPal
TXN0020799,SUB003343,CUST02444,2024-02-01,49,Pro,Paid,Bank Transfer
TXN0020800,SUB003343,CUST02444,2024-03-02,49,Pro,Paid,Credit Card
TXN0020801,SUB003343,CUST02444,2024-04-01,49,Pro,Paid,Credit Card
TXN0020802,SUB003343,CUST02444,2024-05-01,49,Pro,Paid,Stripe
TXN0020803,SUB003343,CUST02444,2024-05-31,49,Pro,Paid,Credit Card
TXN0020804,SUB003343,CUST02444,2024-06-30,49,Pro,Paid,Unknown
TXN0020805,SUB003343,CUST02444,2024-07-30,49,Pro,Paid,Bank Transfer
TXN0020806,SUB003343,CUST02444,2024-08-29,49,Pro,Paid,Stripe
TXN0020807,SUB003344,CUST02445,2023-02-25,49,Pro,Paid,Bank Transfer
TXN0020808,SUB003344,CUST02445,2023-03-27,49,Pro,Paid,Unknown
TXN0020809,SUB003344,CUST02445,2023-04-26,49,Pro,Paid,Stripe
TXN0020810,SUB003344,CUST02445,2023-05-26,0,Pro,Failed,Stripe
TXN0020811,SUB003344,CUST02445,2023-06-25,49,Pro,Paid,Bank Transfer
TXN0020812,SUB003344,CUST02445,2023-07-25,49,Pro,Paid,PayPal
TXN0020813,SUB003345,CUST02445,2023-07-25,149,Business,Paid,Bank Transfer
TXN0020814,SUB003345,CUST02445,2023-08-24,149,Business,Paid,Stripe
TXN0020815,SUB003345,CUST02445,2023-09-23,0,Business,Refunded,Credit Card
TXN0020816,SUB003345,CUST02445,2023-10-23,0,Business,Failed,Bank Transfer
TXN0020817,SUB003345,CUST02445,2023-11-22,149,Business,Paid,Credit Card
TXN0020818,SUB003345,CUST02445,2023-12-22,149,Business,Paid,Credit Card
TXN0020819,SUB003345,CUST02445,2024-01-21,149,Business,Paid,Bank Transfer
TXN0020820,SUB003345,CUST02445,2024-02-20,149,Business,Paid,Bank Transfer
TXN0020821,SUB003345,CUST02445,2024-03-21,149,Business,Paid,PayPal
TXN0020822,SUB003345,CUST02445,2024-04-20,149,Business,Paid,Stripe
TXN0020823,SUB003345,CUST02445,2024-05-20,149,Business,Paid,Credit Card
TXN0020824,SUB003345,CUST02445,2024-06-19,149,Business,Paid,Credit Card
TXN0020825,SUB003345,CUST02445,2024-07-19,0,Business,Failed,PayPal
TXN0020826,SUB003345,CUST02445,2024-08-18,149,Business,Paid,Stripe
TXN0020827,SUB003345,CUST02445,2024-09-17,149,Business,Paid,Credit Card
TXN0020828,SUB003345,CUST02445,2024-10-17,149,Business,Paid,PayPal
TXN0020829,SUB003345,CUST02445,2024-11-16,149,Business,Paid,Credit Card
TXN0020830,SUB003345,CUST02445,2024-12-16,149,Business,Paid,PayPal
TXN0020831,SUB003348,CUST02448,2022-02-19,49,Pro,Paid,Credit Card
TXN0020832,SUB003348,CUST02448,2022-03-21,49,Pro,Paid,Stripe
TXN0020833,SUB003348,CUST02448,2022-04-20,49,Pro,Paid,Credit Card
TXN0020834,SUB003348,CUST02448,2022-05-20,49,Pro,Paid,Credit Card
TXN0020835,SUB003348,CUST02448,2022-06-19,49,Pro,Paid,Stripe
TXN0020836,SUB003348,CUST02448,2022-07-19,49,Pro,Paid,Bank Transfer
TXN0020837,SUB003348,CUST02448,2022-08-18,49,Pro,Paid,PayPal
TXN0020838,SUB003352,CUST02451,2024-03-21,49,Pro,Paid,Credit Card
TXN0020839,SUB003352,CUST02451,2024-04-20,49,Pro,Paid,Bank Transfer
TXN0020840,SUB003352,CUST02451,2024-05-20,49,Pro,Paid,Stripe
TXN0020841,SUB003352,CUST02451,2024-06-19,49,Pro,Paid,Stripe
TXN0020842,SUB003352,CUST02451,2024-07-19,49,Pro,Paid,Credit Card
TXN0020843,SUB003353,CUST02451,2024-07-19,149,Business,Paid,Credit Card
TXN0020844,SUB003353,CUST02451,2024-08-18,149,Business,Paid,Stripe
TXN0020845,SUB003353,CUST02451,2024-09-17,149,Business,Paid,Credit Card
TXN0020846,SUB003353,CUST02451,2024-10-17,149,Business,Paid,Bank Transfer
TXN0020847,SUB003353,CUST02451,2024-11-16,149,Business,Paid,Credit Card
TXN0020848,SUB003353,CUST02451,2024-12-16,149,Business,Paid,PayPal
TXN0020849,SUB003355,CUST02452,2023-06-05,149,Business,Paid,Credit Card
TXN0020850,SUB003355,CUST02452,2023-07-05,149,Business,Paid,Credit Card
TXN0020851,SUB003355,CUST02452,2023-08-04,149,Business,Paid,Bank Transfer
TXN0020852,SUB003355,CUST02452,2023-09-03,149,Business,Paid,PayPal
TXN0020853,SUB003355,CUST02452,2023-10-03,149,Business,Paid,Credit Card
